72043	13.223291	0.898068	1
43903	1.651133	0.736781	1
22545	1.435055	1.555172	1
40337	9.859012	0.621389	3
10247	5.825306	1.079804	2
28345	9.259745	1.146481	3
71028	7.340049	0.541818	1
34663	8.668499	0.687757	3
10980	4.837657	1.147446	2
6405	2.502851	0.915480	2
34388	12.660176	0.220226	3
37759	11.349872	1.514865	3
34044	8.860187	0.360090	3
11967	0.000000	0.927038	2
37548	8.992270	0.821842	3
3008	11.485425	1.038792	2
40189	10.416107	0.751075	3
11953	2.465138	0.412918	2
32824	13.723575	0.544922	3
10056	1.419210	1.000040	2
34205	8.347151	0.347477	3
56130	2.057073	1.480225	1
8650	0.000000	0.596154	2
44726	3.540869	1.083747	1
17535	0.000000	0.553291	2
32380	3.029989	0.185264	1
25779	3.718727	0.516769	1
67948	10.616743	0.203844	1
81083	10.263284	0.721313	1
41794	10.879225	1.240582	3
12134	3.024965	1.304094	2
19210	2.210653	1.447657	2
60539	10.170639	0.291433	1
35150	11.440439	1.338528	3
40673	6.331011	0.970398	3
66545	12.445876	0.667691	1
65750	7.532534	1.389159	1
29019	8.747935	1.212930	3
27002	9.666489	0.730896	3
36540	6.598711	1.222986	3
69728	9.807453	0.570699	1
18142	3.008642	1.021355	2
68144	16.758017	0.070493	1
27154	5.109627	0.715442	1
16607	4.520735	1.322855	2
22609	2.820002	0.657092	1
13746	2.779125	0.816969	2
5203	3.755858	1.372907	2
18096	8.121728	1.476231	3
59395	5.772682	0.341524	1
77007	9.157213	1.304533	1
12576	7.271829	0.840421	2
9291	6.713048	1.496193	2
46352	8.049218	0.408667	3
8609	4.697374	0.378345	2
25641	9.281785	0.350672	3
45151	9.187295	1.663173	3
24491	8.883275	0.221296	3
1135	5.083668	1.491626	2
11205	0.647452	1.257070	2
23553	7.277825	0.093125	3
69240	7.267848	0.751699	1
25016	11.406661	0.747228	3
24598	12.309602	0.917299	3
7224	0.000000	0.073838	2
38239	11.632523	0.264397	3
35767	9.296271	0.513064	3
29733	10.443150	1.104632	3
36408	0.649539	1.050924	1
80912	10.966707	1.253665	1
28393	6.086146	1.360604	3
34557	6.236354	0.958404	3
22174	1.565204	1.560632	2
7962	0.000000	1.613860	2
13724	2.708431	0.644649	2
9765	0.000000	1.210207	2
16639	1.415877	1.553798	2
15549	5.067507	0.735998	2
72911	14.193032	1.033780	1
4290	4.510841	0.336746	2
75436	9.024396	1.310551	1
49255	2.392429	1.337485	1
13549	6.226460	1.332687	2
81323	15.755884	1.068651	1
38240	9.196824	0.060688	3
54711	11.853626	0.794302	3
66936	6.507922	1.633884	1
11576	2.118832	0.591442	2
43439	7.122923	1.363678	3
8083	4.698166	0.688866	2
17581	8.646049	1.214591	3
12892	2.963869	1.244122	2
45265	11.610231	0.373856	3
17978	9.586180	0.081593	3
6778	1.398123	0.708268	2
37602	6.863673	0.073809	3
9745	6.815947	0.435787	2
38474	7.997157	0.091053	3
6219	3.092886	0.002265	2
11225	0.863083	1.250732	2
24146	10.512718	0.916473	3
12456	2.965869	0.913604	2
12388	12.414641	0.104953	3
14253	4.814681	0.152191	2
20094	10.717043	0.359994	3
31561	10.920270	0.842812	3
66112	9.813387	1.185749	1
17949	1.810683	1.277539	2
12773	2.769476	0.985026	2
9213	7.246541	1.494473	2
31243	14.221839	0.104772	3
78908	13.327296	0.846111	1
11619	3.544006	0.679969	2
40931	11.791858	0.656154	3
22630	5.707540	0.035118	3
25939	8.167471	0.503682	2
21764	9.470587	0.413800	3
39215	2.377098	1.099407	1
37547	11.412753	0.362827	3
34299	7.377266	0.687984	3
50842	10.006621	0.309012	3
6992	5.907655	0.799504	2
55584	7.633842	0.680557	3
13359	5.360413	1.317482	2
72245	17.308338	0.342062	1
26691	10.027964	1.399862	3
54717	1.970885	0.831810	1
71112	9.003094	1.351733	1
37645	8.867126	0.434157	3
7424	1.373087	1.134411	2
41390	13.437825	0.909612	3
66343	9.235999	1.251388	1
75523	9.261667	0.303756	1
33779	1.888306	0.932346	1
4646	0.570459	1.657740	2
68785	12.926218	1.015112	1
28989	12.048917	1.558383	3
75567	11.887084	1.538825	1
36112	3.885108	0.056538	1
36559	8.962313	0.159389	3
38916	11.190850	1.620411	3
69222	17.701898	0.987740	1
20135	0.006122	0.177067	2
4968	1.505583	1.510529	2
11775	5.684813	0.682064	2
46861	2.658629	0.969616	1
9949	0.000000	0.335350	2
35939	11.612477	0.071451	3
40066	4.210451	1.333669	1
22011	2.828230	1.534902	1
69404	7.904068	1.604016	1
33831	8.810006	1.278989	3
43430	10.578247	0.184402	3
12715	2.535180	1.453881	2
58619	6.313912	0.436295	1
78519	16.716570	0.354543	1
17371	4.935199	1.006516	2
23640	12.932744	0.857857	3
34633	9.949490	1.610448	3
9294	3.882839	0.249292	2
36149	10.560084	0.031588	3
40734	13.300432	0.167753	3
66689	14.068129	1.043730	1
33858	10.034517	0.092878	3
17653	5.729645	0.025481	2
12569	3.221502	0.764778	2
52328	4.205384	0.946433	1
70944	9.281203	1.380293	1
13295	2.503047	0.208189	2
9459	2.995359	1.611260	2
40748	6.108017	1.119393	1
2087	5.277334	1.622775	2
13926	6.877419	0.146541	3
9308	2.656490	1.037217	2
10284	1.526752	1.542726	2
4640	1.750056	0.138386	2
17301	0.000000	1.588499	2
56027	3.536114	0.386651	1
14651	11.951799	1.247476	3
47321	9.227892	0.936331	3
83666	16.995756	0.901823	1
42345	5.067744	0.424791	1
8690	4.501947	0.320571	2
24284	9.309662	0.007034	3
77250	14.234220	0.475442	1
47036	9.167977	0.081937	3
74627	11.670675	0.594761	1
74202	8.742769	1.669710	1
40844	9.762767	0.753379	3
